1079	100
113174	121256	2	0	0	2
121426	125576	2	0	3	2
125100	125170	0	0	0	1
127462	127512	4	0	1	2
127648	129570	2	0	1	2
129513	171596	1	1	0	1
131373	131465	2	0	1	2
131524	133586	2	3	0	2
133778	134562	2	1	0	2
133778	138045	2	1	3	2
134796	134888	2	0	1	2
134947	135173	2	3	2	2
134947	138045	2	2	4	2
135860	138045	2	0	3	2
138111	138954	2	0	2	2
139152	139487	2	1	3	2
167884	168941	2	1	1	2
169052	180207	2	0	1	2
171716	185900	1	2	0	1
180404	205609	2	3	1	2
193154	193710	1	0	1	1
193911	194416	1	1	2	1
197046	197295	1	1	0	1
197413	197559	1	4	1	1
197761	198027	1	4	0	1
197761	198197	1	6	2	1
198300	198462	1	3	1	1
198585	199367	3	2	0	1
198585	199942	3	2	1	1
199509	199942	1	2	2	1
204070	205343	3	1	6	1
205432	205609	2	1	1	2
205469	205609	2	1	1	2
205469	205950	2	1	1	2
205667	205950	2	0	1	2
206043	207005	2	0	1	2
206043	207301	2	0	1	2
208938	209173	1	2	0	1
208938	209257	1	2	0	1
208938	209269	1	2	0	1
209318	209405	1	2	0	1
209318	209477	1	2	0	1
210000	210405	1	2	0	1
210000	210569	1	2	1	1
210000	210573	1	2	0	1
210445	210569	1	3	1	1
210662	211197	1	1	0	1
211349	212414	1	2	0	1
212511	212595	1	2	1	1
212511	212613	1	5	2	1
212759	212835	1	1	0	1
212981	213297	1	3	0	1
213418	214204	1	4	0	1
213418	214228	1	3	1	1
213418	214286	1	3	1	1
213497	214228	1	2	1	1
216718	218776	2	0	1	2
216718	218830	2	0	2	2
219041	222377	2	2	1	2
219041	224076	2	2	2	2
219041	230450	2	3	1	2
223849	224064	4	63	4	2
224239	230450	2	1	1	2
224239	232981	2	1	2	2
224239	236192	2	1	0	2
226081	230450	2	2	1	2
230552	232981	2	0	2	2
230641	232981	2	1	2	2
230706	232981	2	4	2	2
233215	233341	2	0	3	2
233215	236046	2	0	2	2
233437	236046	2	1	2	2
233437	236192	2	1	0	2
233486	236046	2	0	2	2
233534	233909	2	0	1	2
233534	236046	2	0	2	2
233534	236192	2	0	0	2
233534	236614	2	0	2	2
234004	236614	2	0	2	2
237144	238996	1	0	2	1
237144	244039	1	0	0	1
237144	244159	1	0	1	1
239076	244039	1	2	0	1
239076	244159	1	2	1	1
244075	244159	1	3	1	1
244216	244424	1	1	0	1
244469	244673	1	2	2	1
244705	247275	1	0	1	1
244761	247275	1	2	1	1
247448	248774	1	2	0	1
248855	248930	1	0	0	1
249057	250801	1	3	0	1
250865	251544	1	2	0	1
250865	251818	1	2	2	1
250865	252503	1	2	0	1
251340	251544	1	0	0	1
251626	251818	1	2	2	1
251936	252503	1	3	0	1
253558	259385	2	1	2	2
259606	269288	2	0	0	2
278598	279325	1	6	0	1
279607	279832	1	0	1	1
279872	280082	1	1	0	1
281839	282700	1	3	0	1
281839	282703	1	4	0	1
282797	284228	1	0	1	1
284400	284473	1	3	1	1
284642	285164	1	3	0	1
287334	288018	1	2	1	1
288492	288617	1	0	1	1
288799	288948	3	2	1	1
288811	288948	1	3	1	1
289239	289802	1	1	1	1
289239	289868	1	1	0	1
290075	290388	1	3	1	1
290600	290656	1	1	1	1
290600	290676	1	1	3	1
290781	291000	1	2	0	1
291113	291974	1	3	1	1
292095	292544	1	3	1	1
292677	292884	1	5	1	1
292983	293066	1	0	0	1
292997	293161	1	1	1	1
293235	293364	1	3	0	1
293235	293668	1	3	1	1
293502	293592	1	1	1	1
293727	293828	1	1	0	1
293925	294097	1	2	2	1
294196	294265	1	3	1	1
294196	294319	1	3	0	1
294478	294554	1	3	1	1
298713	299303	2	1	2	2
303684	308229	1	2	0	1
303859	308229	1	4	0	1
304426	308229	1	1	0	1
304441	308229	1	0	0	1
307214	307672	1	2	0	1
307214	308229	1	3	0	1
307630	308229	1	4	0	1
307792	308047	1	2	1	1
307792	308229	1	2	0	1
308438	308753	1	2	0	1
308438	308971	1	2	0	1
308438	309011	1	2	0	1
308438	309016	1	2	1	1
308438	309022	1	2	1	1
308438	309138	1	2	0	1
308438	314920	1	2	0	1
308442	309016	1	0	1	1
308474	309011	1	1	0	1
308474	309016	1	1	1	1
308538	309011	1	0	0	1
308727	309011	1	0	0	1
308798	309011	1	3	0	1
308889	309011	1	1	0	1
308889	309016	1	1	1	1
309184	309251	3	3	16	1
309252	309319	3	2	0	1
310171	313995	1	3	0	1
310171	313998	1	5	1	1
310171	314162	1	2	0	1
310314	313995	1	3	0	1
310314	313998	1	4	1	1
310314	314162	1	2	0	1
310423	311033	2	0	1	2
310973	313995	1	3	0	1
310973	313998	1	3	1	1
311340	313995	3	1	0	1
311340	314162	3	1	0	1
311869	313998	1	1	1	1
313420	313995	1	1	0	1
313420	314190	1	1	5	1
313691	313995	1	2	0	1
313691	313998	1	2	1	1
313691	314162	1	2	0	1
313691	314166	1	2	0	1
314341	314962	3	0	5	1
314350	314550	1	0	0	1
314356	314641	1	2	0	1
314356	314672	1	2	0	1
314356	314880	1	2	0	1
314356	314920	1	2	0	1
314356	314925	1	2	1	1
314356	314931	1	2	1	1
314360	314925	1	0	1	1
314392	314920	1	1	0	1
314456	314920	1	0	0	1
314646	314920	1	0	0	1
314809	314880	1	1	0	1
314809	314920	1	1	0	1
318746	319355	1	1	0	1
318746	324109	1	1	0	1
318746	324573	1	1	0	1
319985	320559	2	1	0	2
319985	320563	2	1	2	2
319990	320111	2	0	1	2
319990	320274	2	0	0	2
319990	320463	2	0	0	2
319990	320489	2	0	1	2
319990	320563	2	0	2	2
320030	320563	2	0	2	2
320248	320563	2	0	2	2
320346	320728	2	1	2	2
320353	320747	4	4	0	2
320772	321135	2	0	1	2
320772	321222	2	0	2	2
320772	321346	2	0	1	2
320772	321619	2	0	1	2
320772	321697	2	0	1	2
320772	321736	2	0	2	2
320772	322594	2	0	2	2
320772	325756	4	0	3	2
320772	327249	2	0	2	2
320772	329444	4	0	3	2
321386	322594	2	31	26	2
322223	322378	3	10	18	1
322400	322555	2	111	36	2
326146	327249	2	0	2	2
327224	327405	2	1	1	2
327224	327438	2	1	3	2
327224	329444	4	1	3	2
327628	327728	1	1	0	1
327628	329102	1	1	0	1
327736	329191	3	1	1	1
328442	329146	2	0	2	2
328806	329162	4	0	3	2
329227	329444	4	1	2	2
329231	329981	1	0	1	1
369954	372107	1	2	0	1
372212	372660	1	1	0	1
372754	372850	1	2	0	1
372947	373024	1	0	0	1
373116	373189	1	1	1	1
373291	373447	1	2	0	1
373516	373748	1	1	1	1
373828	375459	1	0	0	1
375527	375637	1	3	0	1
375773	375845	1	0	0	1
375956	376072	1	0	3	1
376174	376249	1	2	2	1
376351	376419	1	1	0	1
377327	379416	1	1	1	1
379701	379864	1	4	0	1
380019	380099	1	1	0	1
380019	380128	1	1	3	1
380202	380290	1	2	1	1
380445	380669	1	1	1	1
380445	380823	1	1	2	1
380951	381667	1	3	1	1
392708	394327	1	1	0	1
393517	394327	1	1	0	1
393534	394327	1	1	0	1
394183	394327	1	1	0	1
394334	394507	3	8	4	1
394524	396606	1	2	1	1
396339	396606	1	2	1	1
396687	396812	1	1	1	1
397445	397537	1	1	0	1
397662	398990	1	4	1	1
399196	399965	1	3	1	1
400141	400332	1	3	1	1
400451	400533	1	2	0	1
400705	403076	1	2	0	1
403263	403616	1	1	0	1
403771	403941	1	0	0	1
404135	404234	1	3	0	1
404323	404532	1	1	0	1
406059	406140	2	3	1	2
406059	406347	2	2	1	2
406538	406841	2	0	1	2
406538	406874	2	0	1	2
406538	407060	2	0	1	2
406993	407060	2	1	1	2
407164	407423	2	0	1	2
407534	407815	2	0	1	2
407568	407815	2	0	1	2
407568	407850	2	0	1	2
407957	408071	2	1	1	2
407957	408693	2	1	1	2
408206	408693	2	1	1	2
408206	408892	2	1	3	2
408206	409866	2	1	4	2
408206	414821	2	1	4	2
408206	417292	2	1	2	2
408893	409215	2	3	3	2
408893	409858	2	2	3	2
408893	409866	2	2	3	2
408893	414821	2	3	3	2
409101	409866	2	0	3	2
409308	409866	2	0	3	2
409998	417292	2	0	2	2
410027	414821	2	0	3	2
410027	416774	2	0	4	2
410027	417292	2	0	2	2
410027	417323	2	0	4	2
418589	418718	2	0	2	2
418813	418886	2	0	3	2
418989	419580	2	0	0	2
419729	420461	2	1	1	2
420615	420716	2	0	0	2
420860	420943	2	3	0	2
421042	421139	2	0	2	2
421198	428086	2	1	3	2
428199	428356	2	0	1	2
428394	428473	2	0	2	2
428639	428720	2	0	1	2
428826	429472	2	1	2	2
428826	429568	2	1	3	2
429652	429756	2	0	1	2
429818	430081	2	0	2	2
430179	430267	2	0	4	2
430403	431692	2	1	3	2
431767	431846	2	1	2	2
431906	431997	2	0	1	2
432054	433312	2	0	3	2
433459	433813	2	3	2	2
433937	434022	2	0	2	2
434098	441919	2	1	3	2
448419	460185	1	0	1	1
450637	451350	1	1	0	1
450637	451383	1	1	0	1
450637	458859	1	1	1	1
450637	460185	1	1	1	1
451493	460185	1	2	1	1
460288	460759	1	2	2	1
460288	473893	1	2	0	1
460288	479083	1	2	0	1
463041	463346	4	2	2	2
473977	479083	1	2	0	1
479152	480123	1	2	0	1
479152	486937	1	3	0	1
487073	487418	1	1	1	1
487470	488197	1	2	0	1
488312	488527	1	0	0	1
488647	489398	1	0	1	1
489514	489586	1	1	0	1
489733	489881	1	0	1	1
490068	490418	1	1	1	1
490642	491119	1	0	0	1
494778	494881	2	0	0	2
495053	497969	2	2	1	2
498141	498455	2	1	1	2
498515	500540	4	1	1	2
498627	498761	2	1	1	2
498933	499013	2	1	0	2
499185	499827	2	1	0	2
499600	499827	2	0	0	2
499923	500482	2	1	2	2
499999	500482	2	0	2	2
500654	502060	2	1	3	2
500738	502060	2	2	2	2
502181	504425	2	1	1	2
502181	504822	2	1	3	2
502181	506607	2	1	2	2
502181	507111	2	1	2	2
502249	504822	2	0	3	2
502249	506607	2	0	2	2
502249	507111	2	0	2	2
504888	506607	2	0	2	2
504996	505376	2	1	1	2
504996	506076	2	1	1	2
504996	506607	2	1	2	2
504996	507111	2	1	2	2
505461	506076	2	0	1	2
512536	517213	1	2	0	1
519107	528157	1	3	1	1
528337	531852	1	3	3	1
528947	529152	1	2	1	1
532522	532629	2	0	3	2
532630	533275	2	2	0	2
532755	533275	2	1	0	2
532755	533451	2	1	3	2
533353	533451	2	0	5	2
533358	533451	2	1	3	2
533612	533764	2	1	3	2
533944	534210	2	1	2	2
534375	534516	2	2	3	2
534375	535255	2	3	3	2
534375	535414	2	3	1	2
534375	536334	2	2	1	2
534375	536851	2	2	1	2
537605	538596	1	3	0	1
538860	539578	1	0	0	1
539726	540672	1	3	2	1
540861	541535	1	1	0	1
541624	544718	1	1	1	1
544780	549900	1	2	1	1
549998	550070	1	2	1	1
550272	551129	1	2	4	1
551302	551649	1	1	0	1
551827	551901	1	1	2	1
551967	552088	1	4	1	1
552232	552567	1	1	0	1
552702	553961	1	2	0	1
555111	555303	2	3	1	2
555503	555732	2	1	1	2
555930	555994	2	3	2	2
556115	556190	2	2	1	2
556375	556490	2	0	2	2
556588	556833	2	0	2	2
557097	557397	2	1	0	2
557487	557570	2	1	2	2
557640	557882	2	2	2	2
558039	558159	2	1	1	2
558248	558612	2	1	2	2
558766	558854	2	2	0	2
558784	558854	2	1	0	2
558934	559319	1	3	0	1
558979	559345	2	0	3	2
558979	559967	2	0	3	2
558979	560681	2	0	1	2
559062	559345	2	0	3	2
559476	559777	1	3	0	1
559498	560681	2	1	1	2
559683	559777	1	2	0	1
560514	561760	1	1	1	1
561033	561760	1	3	1	1
561033	562077	1	5	1	1
561477	561760	1	3	1	1
561892	562077	1	2	1	1
561892	562082	1	2	0	1
562776	563187	1	3	1	1
563317	563394	1	3	1	1
563317	563556	1	3	0	1
563478	563556	1	1	0	1
567555	567795	2	1	3	2
567555	568329	2	1	5	2
567555	568350	2	1	3	2
567684	567795	2	0	3	2
567684	568350	2	0	3	2
567853	568329	2	1	4	2
567853	568350	2	1	3	2
576592	581490	1	1	0	1
581597	581963	1	2	0	1
581606	581960	1	1	0	1
581606	581963	1	1	0	1
582081	587257	1	1	2	1
587464	591382	1	2	0	1
591467	592557	1	2	0	1
592674	596921	1	1	3	1
597020	597393	1	1	0	1
597570	598371	1	2	0	1
598502	601572	1	0	1	1
601701	605117	1	2	0	1
605300	605603	1	2	0	1
605300	605606	1	3	0	1
605724	606440	1	3	1	1
606596	607064	1	1	0	1
609720	610194	1	0	1	1
610347	610499	1	3	2	1
610347	610665	1	3	0	1
610761	610952	1	2	0	1
611082	611632	1	2	0	1
612800	612997	2	0	2	2
613117	613204	2	0	2	2
613595	613783	2	0	2	2
613865	613949	2	1	3	2
613865	614172	2	1	2	2
613865	614474	2	1	3	2
614037	614172	2	1	2	2
614037	614474	2	1	3	2
614399	614474	2	1	3	2
614531	614795	2	1	2	2
614534	614795	2	0	2	2
614984	615095	2	4	2	2
615007	615095	2	1	2	2
615259	615343	2	1	2	2
615647	615911	2	1	3	2
617770	617952	2	1	1	2
618111	618597	2	2	3	2
618111	619304	2	2	3	2
619162	619304	2	0	3	2
619180	619304	2	0	3	2
619390	619472	2	2	2	2
619587	619679	2	1	1	2
619881	620065	2	1	2	2
620131	620294	2	0	1	2
620164	620294	2	1	1	2
620386	621078	2	0	1	2
621250	621343	2	1	1	2
621263	621343	2	0	1	2
621455	621560	2	1	0	2
621663	621810	2	1	2	2
621663	624211	2	1	1	2
621835	624211	2	0	1	2
621904	624211	2	4	1	2
624263	624555	2	1	2	2
624416	624555	2	0	2	2
624732	624816	2	0	0	2
624732	624916	2	0	3	2
624732	624968	2	0	2	2
625167	626019	2	0	1	2
626530	626695	2	1	1	2
626789	626886	2	0	4	2
626989	627071	2	1	3	2
637589	639431	1	2	2	1
639158	639431	1	2	2	1
639545	639646	1	3	2	1
640306	640399	1	1	1	1
644654	646325	2	1	0	2
644654	649899	4	1	2	2
644654	651160	2	1	1	2
644654	653960	2	1	2	2
646555	649941	2	1	0	2
648602	653960	2	0	2	2
650019	653960	2	0	2	2
651407	653960	2	0	2	2
654051	659433	2	0	1	2
654051	674534	2	0	2	2
659796	674534	2	0	2	2
666490	673996	1	2	0	1
674259	678321	1	2	0	1
674783	678692	2	0	3	2
674783	679686	2	0	2	2
678822	679686	2	0	4	2
678822	684896	2	0	0	2
679816	679976	2	0	2	2
679816	680961	2	0	0	2
680074	680961	2	0	0	2
681089	684896	2	0	0	2
684963	686856	2	1	3	2
686997	687909	2	1	3	2
688049	688329	2	0	3	2
688057	688329	2	2	2	2
688208	688329	2	0	2	2
688460	691499	2	0	1	2
689813	691499	2	1	1	2
691598	692248	2	0	1	2
691598	692542	2	0	1	2
691598	693487	2	0	1	2
691598	694677	2	0	3	2
691598	694757	4	0	4	2
691598	706570	2	0	4	2
694475	706139	1	3	2	1
695822	698867	1	1	1	1
695846	698867	1	2	1	1
697999	706570	2	0	3	2
698888	700140	1	1	0	1
700212	703673	3	0	0	1
700235	700613	1	0	2	1
700707	702943	1	1	1	1
703146	703780	1	2	0	1
703146	703798	1	3	1	1
703146	704440	1	4	0	1
705454	706139	1	2	2	1
706288	706594	1	3	0	1
706288	706672	1	4	0	1
706288	706675	1	4	1	1
706288	708573	1	3	0	1
706288	709328	1	3	3	1
706801	709328	1	1	2	1
706813	709328	1	4	2	1
708643	709328	1	2	3	1
709023	726974	2	1	0	2
709451	709551	1	0	0	1
709608	710026	1	1	3	1
709608	710303	1	1	2	1
709608	710355	1	1	0	1
709608	710420	1	1	0	1
710486	720060	1	4	0	1
720223	720547	1	3	0	1
720223	720595	1	3	1	1
720746	720828	1	2	1	1
720909	721062	1	0	1	1
721187	721283	1	3	2	1
721206	721283	1	3	2	1
721352	721563	1	1	0	1
721691	721901	1	3	0	1
721691	722089	1	3	1	1
721691	722399	1	3	0	1
721991	722089	1	1	1	1
721991	722399	1	1	0	1
722165	722399	1	1	0	1
722549	722671	1	1	0	1
722805	723239	1	2	5	1
723353	724722	1	7	1	1
724829	725726	1	2	3	1
725847	726096	1	4	1	1
726170	726302	1	1	0	1
726484	726617	1	1	1	1
726751	726899	1	2	0	1
726751	727355	1	2	1	1
727054	727355	1	0	1	1
747578	752262	1	1	0	1
747578	755877	1	1	0	1
752473	755877	1	1	0	1
756002	758948	1	1	2	1
756002	759007	1	1	0	1
759057	760120	1	2	1	1
760253	763342	1	0	1	1
763519	763745	1	1	1	1
763940	764286	3	2	0	1
763944	764286	1	1	0	1
764433	764811	1	0	1	1
764446	764811	1	0	1	1
767368	771331	2	1	1	2
767373	770312	2	1	0	2
767373	771331	2	1	1	2
770398	770677	2	1	1	2
770398	770991	2	1	1	2
770398	771331	2	1	1	2
770903	770991	2	1	1	2
771104	771331	2	0	1	2
771212	771331	2	0	1	2
771426	772425	2	0	1	2
771467	772425	2	1	1	2
772521	773426	2	0	3	2
772521	773520	2	0	0	2
772521	774006	2	0	1	2
773629	774006	2	2	1	2
774113	775064	2	1	1	2
774113	777397	2	1	2	2
775142	776678	2	3	2	2
775142	777397	2	3	2	2
777695	778111	1	2	0	1
777695	783528	1	2	0	1
778218	783528	1	3	0	1
781750	781926	3	1	4	1
783671	784022	1	2	0	1
788565	790028	2	0	0	2
788658	790028	2	1	0	2
792068	792140	2	1	3	2
792217	792302	2	0	1	2
792458	792551	2	1	3	2
792727	792868	2	0	1	2
792988	793527	2	1	1	2
793619	794451	2	1	2	2
793619	794456	2	1	1	2
793619	794468	4	1	1	2
794513	794774	2	2	0	2
794588	794774	2	0	0	2
794901	794985	2	0	3	2
795164	795338	2	0	1	2
795164	795511	2	0	1	2
795164	796041	2	0	1	2
795164	798215	2	0	1	2
795169	795262	2	1	1	2
795169	795338	2	1	1	2
