N_unmapped	76	76	76
N_multimapping	1369	1369	1369
N_noFeature	4570	19170	5572
N_ambiguous	987	9	394
ENSG00000253826.1	2	2	0
ENSG00000224777.3	5	3	2
ENSG00000254468.3	13	1	25
ENSG00000270921.1	17	28	1
ENSG00000230724.9	221	30	195
ENSG00000255229.1	14	16	2
ENSG00000222225.1	3	0	3
ENSG00000177951.18	279	7	378
ENSG00000188076.3	0	0	0
ENSG00000177947.15	15	14	1
ENSG00000254559.1	0	102	4
ENSG00000177963.15	507	42	483
ENSG00000283920.1	0	0	0
ENSG00000142082.15	167	38	147
ENSG00000185627.19	385	5	380
ENSG00000277290.1	8	8	0
ENSG00000293500.1	3	0	3
ENSG00000289568.4	0	0	0
ENSG00000174885.13	23	10	13
ENSG00000255026.1	16	1	15
ENSG00000142102.16	237	3	234
ENSG00000206013.2	2	3	0
ENSG00000185201.18	297	13	286
ENSG00000255533.1	0	0	0
ENSG00000288681.1	0	0	0
ENSG00000185885.17	473	16	472
ENSG00000254910.1	0	3	12
ENSG00000251661.3	56	9	50
ENSG00000142089.17	783	57	739
ENSG00000255089.1	0	0	1
ENSG00000255328.2	8	3	9
ENSG00000270972.1	3	0	3
ENSG00000182272.12	112	5	107
ENSG00000184363.10	84	6	79
ENSG00000185187.14	148	19	132
ENSG00000185101.13	101	35	69
ENSG00000243562.3	11	0	11
ENSG00000174915.12	108	6	103
ENSG00000255237.1	3	2	1
ENSG00000023191.17	543	42	501
ENSG00000288033.1	5	0	5
ENSG00000289997.1	10	1	12
ENSG00000254739.1	5	0	5
ENSG00000174775.18	151	12	144
ENSG00000161328.11	93	6	92
ENSG00000185522.9	45	78	31
ENSG00000254815.6	8	18	48
ENSG00000099849.15	189	6	183
ENSG00000247095.5	23	5	18
ENSG00000199038.1	2	0	2
ENSG00000070047.13	1130	32	1099
ENSG00000185507.21	107	54	55
ENSG00000099834.19	105	104	3
ENSG00000070031.4	15	15	0
ENSG00000069696.7	17	6	11
ENSG00000177030.19	224	36	201
ENSG00000255158.1	20	4	17
ENSG00000177106.17	505	11	541
ENSG00000177042.16	164	44	120
ENSG00000269915.1	3	35	0
ENSG00000177156.11	372	13	359
ENSG00000177225.17	282	6	277
ENSG00000255284.4	87	5	83
ENSG00000279672.2	35	3	32
ENSG00000255142.1	5	0	5
ENSG00000184524.6	5	4	1
ENSG00000177542.11	54	17	45
ENSG00000288675.1	2	9	2
ENSG00000177595.19	146	12	136
ENSG00000177600.9	4726	33	4703
ENSG00000199785.1	0	0	0
ENSG00000177666.17	202	26	252
ENSG00000255108.1	3	81	13
ENSG00000177685.17	99	52	62
ENSG00000177697.19	477	19	650
ENSG00000177700.6	124	195	120
ENSG00000214063.12	276	57	220
ENSG00000250397.2	37	28	9
ENSG00000177830.18	268	13	255
ENSG00000183020.15	536	13	523
ENSG00000222561.1	0	0	0
ENSG00000184956.16	0	0	0
ENSG00000254872.3	0	0	0
ENSG00000198788.9	0	0	0
ENSG00000215182.8	1	0	1
ENSG00000286275.1	0	0	0
ENSG00000117983.17	1	0	1
ENSG00000255177.2	0	0	0
ENSG00000275669.1	0	0	0
ENSG00000078902.16	0	0	0
ENSG00000255153.1	0	0	0
ENSG00000287935.1	0	0	0
ENSG00000285985.1	0	0	0
ENSG00000174672.16	0	0	0
ENSG00000285581.1	0	1	0
ENSG00000182208.15	0	1	0
