N_unmapped	89	89	89
N_multimapping	1338	1338	1338
N_noFeature	3399	18533	4089
N_ambiguous	675	5	251
ENSG00000253826.1	1	1	0
ENSG00000224777.3	1	0	1
ENSG00000254468.3	3	1	26
ENSG00000270921.1	6	28	1
ENSG00000230724.9	426	5	427
ENSG00000255229.1	6	10	2
ENSG00000222225.1	0	0	0
ENSG00000177951.18	485	9	539
ENSG00000188076.3	2	2	2
ENSG00000177947.15	2	2	0
ENSG00000254559.1	0	57	0
ENSG00000177963.15	1176	69	1182
ENSG00000283920.1	0	0	0
ENSG00000142082.15	239	86	230
ENSG00000185627.19	253	1	252
ENSG00000277290.1	4	0	4
ENSG00000293500.1	0	0	0
ENSG00000289568.4	0	0	0
ENSG00000174885.13	45	3	42
ENSG00000255026.1	22	1	21
ENSG00000142102.16	380	3	377
ENSG00000206013.2	4	4	0
ENSG00000185201.18	440	8	441
ENSG00000255533.1	0	0	0
ENSG00000288681.1	0	0	0
ENSG00000185885.17	1130	21	1129
ENSG00000254910.1	1	2	13
ENSG00000251661.3	202	12	196
ENSG00000142089.17	1369	39	1353
ENSG00000255089.1	0	0	0
ENSG00000255328.2	0	0	0
ENSG00000270972.1	0	0	0
ENSG00000182272.12	110	4	107
ENSG00000184363.10	42	1	41
ENSG00000185187.14	118	12	108
ENSG00000185101.13	97	57	43
ENSG00000243562.3	4	3	1
ENSG00000174915.12	127	12	116
ENSG00000255237.1	0	0	0
ENSG00000023191.17	310	82	231
ENSG00000288033.1	5	0	5
ENSG00000289997.1	10	7	10
ENSG00000254739.1	7	0	7
ENSG00000174775.18	342	12	342
ENSG00000161328.11	156	4	178
ENSG00000185522.9	63	97	20
ENSG00000254815.6	1	13	17
ENSG00000099849.15	355	6	351
ENSG00000247095.5	74	3	71
ENSG00000199038.1	2	2	0
ENSG00000070047.13	2112	32	2087
ENSG00000185507.21	32	5	28
ENSG00000099834.19	16	15	3
ENSG00000070031.4	4	1	5
ENSG00000069696.7	15	12	6
ENSG00000177030.19	441	45	416
ENSG00000255158.1	47	4	43
ENSG00000177106.17	332	17	354
ENSG00000177042.16	212	46	166
ENSG00000269915.1	0	20	0
ENSG00000177156.11	353	14	339
ENSG00000177225.17	255	7	248
ENSG00000255284.4	155	0	156
ENSG00000279672.2	33	0	33
ENSG00000255142.1	1	0	1
ENSG00000184524.6	2	1	1
ENSG00000177542.11	31	15	25
ENSG00000288675.1	27	3	35
ENSG00000177595.19	73	15	61
ENSG00000177600.9	1515	5	1513
ENSG00000199785.1	0	0	0
ENSG00000177666.17	127	4	154
ENSG00000255108.1	2	36	2
ENSG00000177685.17	136	8	133
ENSG00000177697.19	458	41	465
ENSG00000177700.6	622	20	649
ENSG00000214063.12	197	41	157
ENSG00000250397.2	12	9	3
ENSG00000177830.18	73	3	70
ENSG00000183020.15	266	5	264
ENSG00000222561.1	0	0	0
ENSG00000184956.16	0	0	0
ENSG00000254872.3	1	0	1
ENSG00000198788.9	0	0	0
ENSG00000215182.8	0	0	0
ENSG00000286275.1	0	0	0
ENSG00000117983.17	0	1	0
ENSG00000255177.2	0	0	0
ENSG00000275669.1	0	0	0
ENSG00000078902.16	1	0	1
ENSG00000255153.1	0	0	0
ENSG00000287935.1	0	0	0
ENSG00000285985.1	0	0	0
ENSG00000174672.16	0	3	0
ENSG00000285581.1	0	0	0
ENSG00000182208.15	0	0	0
