N_unmapped	94	94	94
N_multimapping	1302	1302	1302
N_noFeature	3526	19478	4233
N_ambiguous	1082	7	432
ENSG00000253826.1	8	0	8
ENSG00000224777.3	2	0	2
ENSG00000254468.3	4	1	19
ENSG00000270921.1	9	22	2
ENSG00000230724.9	207	6	210
ENSG00000255229.1	25	32	2
ENSG00000222225.1	0	0	0
ENSG00000177951.18	291	7	354
ENSG00000188076.3	4	0	4
ENSG00000177947.15	14	13	1
ENSG00000254559.1	0	65	4
ENSG00000177963.15	582	23	587
ENSG00000283920.1	0	0	0
ENSG00000142082.15	128	38	119
ENSG00000185627.19	449	2	447
ENSG00000277290.1	7	7	0
ENSG00000293500.1	1	0	1
ENSG00000289568.4	0	0	0
ENSG00000174885.13	18	3	15
ENSG00000255026.1	1	1	0
ENSG00000142102.16	232	6	227
ENSG00000206013.2	0	0	0
ENSG00000185201.18	413	7	416
ENSG00000255533.1	0	4	0
ENSG00000288681.1	0	0	0
ENSG00000185885.17	527	31	524
ENSG00000254910.1	0	3	23
ENSG00000251661.3	33	16	21
ENSG00000142089.17	1245	29	1231
ENSG00000255089.1	0	0	0
ENSG00000255328.2	1	4	2
ENSG00000270972.1	4	4	0
ENSG00000182272.12	122	3	120
ENSG00000184363.10	99	7	92
ENSG00000185187.14	262	14	251
ENSG00000185101.13	74	36	40
ENSG00000243562.3	17	0	17
ENSG00000174915.12	140	9	132
ENSG00000255237.1	4	3	1
ENSG00000023191.17	735	33	708
ENSG00000288033.1	8	0	8
ENSG00000289997.1	11	1	10
ENSG00000254739.1	1	1	0
ENSG00000174775.18	171	11	162
ENSG00000161328.11	190	3	198
ENSG00000185522.9	56	70	48
ENSG00000254815.6	5	26	31
ENSG00000099849.15	201	8	193
ENSG00000247095.5	19	3	16
ENSG00000199038.1	0	0	0
ENSG00000070047.13	1027	32	997
ENSG00000185507.21	167	69	99
ENSG00000099834.19	60	58	3
ENSG00000070031.4	5	4	1
ENSG00000069696.7	28	11	17
ENSG00000177030.19	244	21	234
ENSG00000255158.1	19	5	14
ENSG00000177106.17	737	13	755
ENSG00000177042.16	146	23	123
ENSG00000269915.1	3	21	0
ENSG00000177156.11	516	6	511
ENSG00000177225.17	328	5	324
ENSG00000255284.4	48	1	48
ENSG00000279672.2	10	0	10
ENSG00000255142.1	14	0	14
ENSG00000184524.6	6	6	0
ENSG00000177542.11	78	15	74
ENSG00000288675.1	5	11	2
ENSG00000177595.19	105	8	98
ENSG00000177600.9	3682	18	3670
ENSG00000199785.1	0	0	0
ENSG00000177666.17	217	12	292
ENSG00000255108.1	7	101	18
ENSG00000177685.17	154	23	157
ENSG00000177697.19	790	15	1011
ENSG00000177700.6	213	237	215
ENSG00000214063.12	223	37	193
ENSG00000250397.2	12	5	7
ENSG00000177830.18	371	15	361
ENSG00000183020.15	681	20	666
ENSG00000222561.1	4	0	4
ENSG00000184956.16	0	0	0
ENSG00000254872.3	0	0	0
ENSG00000198788.9	1	1	0
ENSG00000215182.8	0	0	0
ENSG00000286275.1	0	0	0
ENSG00000117983.17	0	0	0
ENSG00000255177.2	0	0	0
ENSG00000275669.1	0	0	0
ENSG00000078902.16	0	0	0
ENSG00000255153.1	0	0	0
ENSG00000287935.1	1	0	1
ENSG00000285985.1	0	0	0
ENSG00000174672.16	0	0	0
ENSG00000285581.1	0	0	0
ENSG00000182208.15	0	0	0
