chr11	101875	314025	2	2	0	0	14	13
chr11	121427	125577	2	2	1	5	0	10
chr11	131374	131466	2	2	1	0	1	7
chr11	131525	133587	2	2	1	1	0	14
chr11	133779	134563	2	2	1	1	0	8
chr11	133779	138046	2	2	1	1	0	6
chr11	134797	134889	2	2	1	0	1	7
chr11	134948	135174	2	2	1	5	0	15
chr11	138112	138955	2	2	1	11	0	12
chr11	167885	168942	2	2	1	2	0	18
chr11	169053	180208	2	2	1	2	0	14
chr11	180405	205610	2	2	1	2	0	14
chr11	180405	205951	2	2	0	1	0	12
chr11	203976	314056	1	1	0	0	71	13
chr11	205470	205610	2	2	1	13	0	18
chr11	205668	205951	2	2	1	19	0	16
chr11	206039	207302	2	2	0	1	0	12
chr11	206044	207006	2	2	1	0	9	4
chr11	206044	207302	2	2	1	8	9	15
chr11	208939	209174	1	1	1	3	0	11
chr11	208939	209270	1	1	1	21	0	6
chr11	209319	209406	1	1	1	4	0	16
chr11	210001	210570	1	1	1	23	0	16
chr11	210001	210574	1	1	1	1	0	15
chr11	210663	211198	1	1	1	5	0	17
chr11	211350	212415	1	1	1	3	0	8
chr11	212760	212836	1	1	1	1	0	9
chr11	212982	213298	1	1	1	6	1	18
chr11	213419	214229	1	1	1	5	0	14
chr11	213419	214287	1	1	1	1	0	12
chr11	213498	214229	1	1	1	1	0	4
chr11	216719	218777	2	2	1	1	0	12
chr11	216719	218831	2	2	1	9	0	16
chr11	219042	224077	2	2	1	7	0	15
chr11	233216	233342	2	2	1	2	1	17
chr11	233535	236193	2	2	1	13	0	16
chr11	237145	238997	1	1	1	1	0	9
chr11	244076	244160	1	1	1	2	0	17
chr11	244217	244425	1	1	1	4	0	12
chr11	244470	244674	1	1	1	4	1	15
chr11	244762	247276	1	1	1	3	0	10
chr11	248856	248931	1	1	1	1	0	6
chr11	249058	250802	1	1	1	1	0	14
chr11	250866	251545	1	1	1	2	0	8
chr11	251627	251819	1	1	1	6	0	16
chr11	251937	252504	1	1	1	5	0	10
chr11	279960	308784	1	1	0	0	1	14
chr11	280502	312225	1	1	0	0	1	15
chr11	287335	288019	1	1	1	2	0	12
chr11	290684	319762	1	1	0	0	1	12
chr11	292678	292885	1	1	1	1	0	6
chr11	293503	293593	1	1	1	1	0	9
chr11	293728	293829	1	1	1	1	0	10
chr11	293926	294098	1	1	1	1	0	12
chr11	299117	313601	2	2	0	1	0	16
chr11	303685	308230	1	1	1	0	1	3
chr11	303860	308230	1	1	1	0	2	7
chr11	307371	314125	2	2	0	1	0	13
chr11	307631	308230	1	1	1	1	2	7
chr11	307793	308230	1	1	1	0	1	3
chr11	308345	314262	2	2	0	0	2	16
chr11	308439	309012	1	1	1	3	12	14
chr11	308439	309017	1	1	1	0	1	4
chr11	308439	314921	1	1	1	0	12	14
chr11	308799	309012	1	1	1	1	0	3
chr11	309185	309252	1	3	1	28	4	16
chr11	310172	313999	1	1	1	0	2	6
chr11	313692	313996	1	1	1	0	2	3
chr11	313692	313999	1	1	1	2	0	3
chr11	314342	314963	1	3	1	1	0	3
chr11	314357	314921	1	1	1	6	17	16
chr11	314357	314926	1	1	1	0	1	4
chr11	314810	314921	1	1	1	0	2	13
chr11	319986	320564	2	2	1	3	0	8
chr11	319991	320112	2	2	1	0	2	13
chr11	319991	320275	2	2	1	1	0	9
chr11	319991	320564	2	2	1	19	6	14
chr11	320354	320748	2	4	1	3	4	11
chr11	320730	356709	2	2	0	0	1	17
chr11	320773	321223	2	2	1	1	6	5
chr11	320773	325757	2	4	1	3	0	6
chr11	320773	327250	2	2	1	0	6	3
chr11	320855	481188	1	1	0	0	3	13
chr11	372755	372851	1	1	1	1	0	10
chr11	376175	376250	1	1	1	1	0	5
chr11	376352	376420	1	1	1	1	0	11
chr11	377328	379417	1	1	1	10	0	12
chr11	380203	380291	1	1	1	1	0	9
chr11	394184	394328	1	1	1	2	0	7
chr11	394525	396607	1	1	1	1	0	4
chr11	400142	400333	1	1	1	2	0	12
chr11	400452	400534	1	1	1	3	0	16
chr11	403264	403617	1	1	1	2	0	13
chr11	404136	404235	1	1	1	1	0	7
chr11	404324	404533	1	1	1	3	0	14
chr11	405990	417905	2	2	0	0	1	18
chr11	406060	406348	2	2	1	5	0	16
chr11	406539	406842	2	2	1	1	0	15
chr11	406994	407061	2	2	1	1	0	3
chr11	407958	408072	2	2	1	0	1	4
