N_unmapped	106	106	106
N_multimapping	1774	1774	1774
N_noFeature	4095	26915	5039
N_ambiguous	1500	10	655
ENSG00000253826.1	1	0	1
ENSG00000224777.3	3	1	2
ENSG00000254468.3	1	0	6
ENSG00000270921.1	20	24	1
ENSG00000230724.9	268	11	259
ENSG00000255229.1	20	21	0
ENSG00000222225.1	1	0	1
ENSG00000177951.18	270	9	345
ENSG00000188076.3	0	0	0
ENSG00000177947.15	16	14	2
ENSG00000254559.1	0	75	5
ENSG00000177963.15	722	9	731
ENSG00000283920.1	0	0	0
ENSG00000142082.15	121	23	119
ENSG00000185627.19	463	2	464
ENSG00000277290.1	9	8	1
ENSG00000293500.1	0	0	0
ENSG00000289568.4	0	0	0
ENSG00000174885.13	3	2	1
ENSG00000255026.1	324	8	316
ENSG00000142102.16	1796	15	1783
ENSG00000206013.2	0	0	0
ENSG00000185201.18	232	15	222
ENSG00000255533.1	0	0	0
ENSG00000288681.1	0	0	0
ENSG00000185885.17	710	19	702
ENSG00000254910.1	0	0	8
ENSG00000251661.3	23	3	22
ENSG00000142089.17	1631	35	1611
ENSG00000255089.1	0	0	0
ENSG00000255328.2	2	2	0
ENSG00000270972.1	0	0	0
ENSG00000182272.12	486	14	472
ENSG00000184363.10	556	5	551
ENSG00000185187.14	210	19	196
ENSG00000185101.13	569	35	535
ENSG00000243562.3	20	0	20
ENSG00000174915.12	251	12	239
ENSG00000255237.1	9	7	2
ENSG00000023191.17	535	30	509
ENSG00000288033.1	12	1	11
ENSG00000289997.1	15	2	17
ENSG00000254739.1	10	0	10
ENSG00000174775.18	171	20	158
ENSG00000161328.11	58	8	60
ENSG00000185522.9	164	250	44
ENSG00000254815.6	15	20	111
ENSG00000099849.15	299	7	294
ENSG00000247095.5	38	7	31
ENSG00000199038.1	5	0	5
ENSG00000070047.13	1314	28	1287
ENSG00000185507.21	635	67	570
ENSG00000099834.19	54	51	4
ENSG00000070031.4	19	7	13
ENSG00000069696.7	34	6	28
ENSG00000177030.19	379	33	352
ENSG00000255158.1	11	11	0
ENSG00000177106.17	1028	12	1047
ENSG00000177042.16	94	30	64
ENSG00000269915.1	2	25	0
ENSG00000177156.11	513	16	497
ENSG00000177225.17	337	14	325
ENSG00000255284.4	50	0	50
ENSG00000279672.2	21	0	21
ENSG00000255142.1	9	0	9
ENSG00000184524.6	3	3	0
ENSG00000177542.11	116	18	108
ENSG00000288675.1	4	9	5
ENSG00000177595.19	136	14	122
ENSG00000177600.9	5429	16	5424
ENSG00000199785.1	0	0	0
ENSG00000177666.17	342	29	521
ENSG00000255108.1	1	227	14
ENSG00000177685.17	175	53	156
ENSG00000177697.19	1133	13	1393
ENSG00000177700.6	316	285	307
ENSG00000214063.12	170	47	126
ENSG00000250397.2	10	8	2
ENSG00000177830.18	286	8	278
ENSG00000183020.15	428	11	420
ENSG00000222561.1	0	0	0
ENSG00000184956.16	0	0	1
ENSG00000254872.3	0	0	0
ENSG00000198788.9	0	1	0
ENSG00000215182.8	1	2	0
ENSG00000286275.1	0	0	0
ENSG00000117983.17	0	0	0
ENSG00000255177.2	0	0	0
ENSG00000275669.1	0	0	0
ENSG00000078902.16	0	0	0
ENSG00000255153.1	0	0	0
ENSG00000287935.1	0	0	0
ENSG00000285985.1	0	0	0
ENSG00000174672.16	1	3	0
ENSG00000285581.1	0	0	0
ENSG00000182208.15	0	0	0
