N_unmapped	73	73	73
N_multimapping	1253	1253	1253
N_noFeature	4194	18547	5152
N_ambiguous	778	8	219
ENSG00000253826.1	2	0	2
ENSG00000224777.3	3	2	1
ENSG00000254468.3	8	0	17
ENSG00000270921.1	14	23	0
ENSG00000230724.9	245	9	239
ENSG00000255229.1	40	41	2
ENSG00000222225.1	4	0	4
ENSG00000177951.18	213	5	247
ENSG00000188076.3	13	2	11
ENSG00000177947.15	13	10	3
ENSG00000254559.1	0	34	4
ENSG00000177963.15	249	4	250
ENSG00000283920.1	0	0	0
ENSG00000142082.15	55	6	54
ENSG00000185627.19	196	2	194
ENSG00000277290.1	4	4	0
ENSG00000293500.1	0	0	0
ENSG00000289568.4	0	0	0
ENSG00000174885.13	8	6	2
ENSG00000255026.1	652	21	631
ENSG00000142102.16	1820	21	1799
ENSG00000206013.2	16	16	0
ENSG00000185201.18	112	5	108
ENSG00000255533.1	0	0	0
ENSG00000288681.1	0	0	0
ENSG00000185885.17	196	9	197
ENSG00000254910.1	0	1	9
ENSG00000251661.3	17	2	15
ENSG00000142089.17	624	17	612
ENSG00000255089.1	0	0	0
ENSG00000255328.2	2	0	3
ENSG00000270972.1	2	0	2
ENSG00000182272.12	214	7	207
ENSG00000184363.10	123	5	119
ENSG00000185187.14	112	11	101
ENSG00000185101.13	243	14	233
ENSG00000243562.3	13	1	12
ENSG00000174915.12	182	12	170
ENSG00000255237.1	4	4	0
ENSG00000023191.17	420	30	394
ENSG00000288033.1	5	4	2
ENSG00000289997.1	21	1	24
ENSG00000254739.1	10	4	6
ENSG00000174775.18	117	33	89
ENSG00000161328.11	36	3	37
ENSG00000185522.9	161	240	51
ENSG00000254815.6	19	16	121
ENSG00000099849.15	268	14	255
ENSG00000247095.5	9	2	7
ENSG00000199038.1	4	0	4
ENSG00000070047.13	868	8	864
ENSG00000185507.21	145	65	81
ENSG00000099834.19	96	96	1
ENSG00000070031.4	17	14	3
ENSG00000069696.7	35	9	26
ENSG00000177030.19	219	47	185
ENSG00000255158.1	23	21	2
ENSG00000177106.17	1220	29	1231
ENSG00000177042.16	74	31	45
ENSG00000269915.1	1	21	3
ENSG00000177156.11	175	10	165
ENSG00000177225.17	230	5	225
ENSG00000255284.4	16	1	15
ENSG00000279672.2	11	0	11
ENSG00000255142.1	3	0	3
ENSG00000184524.6	8	8	0
ENSG00000177542.11	45	10	47
ENSG00000288675.1	2	12	2
ENSG00000177595.19	92	5	92
ENSG00000177600.9	3398	11	3394
ENSG00000199785.1	0	0	0
ENSG00000177666.17	317	12	450
ENSG00000255108.1	8	148	17
ENSG00000177685.17	101	45	67
ENSG00000177697.19	476	7	600
ENSG00000177700.6	177	147	156
ENSG00000214063.12	292	43	249
ENSG00000250397.2	42	37	5
ENSG00000177830.18	175	9	166
ENSG00000183020.15	348	7	344
ENSG00000222561.1	1	0	1
ENSG00000184956.16	0	1	0
ENSG00000254872.3	0	0	0
ENSG00000198788.9	0	1	0
ENSG00000215182.8	1	1	1
ENSG00000286275.1	0	0	0
ENSG00000117983.17	0	0	0
ENSG00000255177.2	0	0	0
ENSG00000275669.1	0	0	0
ENSG00000078902.16	0	0	0
ENSG00000255153.1	0	0	0
ENSG00000287935.1	0	0	0
ENSG00000285985.1	0	0	0
ENSG00000174672.16	0	1	0
ENSG00000285581.1	0	0	0
ENSG00000182208.15	4	3	1
