N_unmapped	96	96	96
N_multimapping	2010	2010	2010
N_noFeature	4834	31109	5985
N_ambiguous	1025	7	172
ENSG00000253826.1	0	0	0
ENSG00000224777.3	0	0	0
ENSG00000254468.3	1	2	12
ENSG00000270921.1	3	13	2
ENSG00000230724.9	489	6	491
ENSG00000255229.1	16	22	1
ENSG00000222225.1	0	0	0
ENSG00000177951.18	665	5	717
ENSG00000188076.3	0	0	0
ENSG00000177947.15	1	0	1
ENSG00000254559.1	0	50	1
ENSG00000177963.15	1350	112	1323
ENSG00000283920.1	0	0	0
ENSG00000142082.15	277	98	267
ENSG00000185627.19	298	5	293
ENSG00000277290.1	3	1	2
ENSG00000293500.1	8	1	7
ENSG00000289568.4	0	0	0
ENSG00000174885.13	259	77	182
ENSG00000255026.1	861	47	814
ENSG00000142102.16	1828	15	1816
ENSG00000206013.2	6	3	3
ENSG00000185201.18	516	10	509
ENSG00000255533.1	1	1	0
ENSG00000288681.1	0	0	0
ENSG00000185885.17	606	25	597
ENSG00000254910.1	0	0	15
ENSG00000251661.3	327	12	322
ENSG00000142089.17	1288	65	1246
ENSG00000255089.1	0	0	0
ENSG00000255328.2	1	2	2
ENSG00000270972.1	1	1	0
ENSG00000182272.12	236	4	235
ENSG00000184363.10	29	3	28
ENSG00000185187.14	51	19	35
ENSG00000185101.13	137	39	98
ENSG00000243562.3	2	0	2
ENSG00000174915.12	183	9	174
ENSG00000255237.1	1	1	1
ENSG00000023191.17	517	155	364
ENSG00000288033.1	3	0	4
ENSG00000289997.1	4	12	4
ENSG00000254739.1	4	0	4
ENSG00000174775.18	355	12	359
ENSG00000161328.11	25	3	25
ENSG00000185522.9	65	88	9
ENSG00000254815.6	1	8	23
ENSG00000099849.15	257	4	256
ENSG00000247095.5	70	5	71
ENSG00000199038.1	0	0	0
ENSG00000070047.13	3709	53	3663
ENSG00000185507.21	79	24	58
ENSG00000099834.19	29	34	0
ENSG00000070031.4	3	2	1
ENSG00000069696.7	30	14	16
ENSG00000177030.19	410	40	382
ENSG00000255158.1	42	1	41
ENSG00000177106.17	172	18	174
ENSG00000177042.16	120	19	101
ENSG00000269915.1	0	6	0
ENSG00000177156.11	537	12	529
ENSG00000177225.17	244	8	238
ENSG00000255284.4	215	3	215
ENSG00000279672.2	54	0	54
ENSG00000255142.1	0	0	0
ENSG00000184524.6	4	0	4
ENSG00000177542.11	19	7	21
ENSG00000288675.1	17	8	20
ENSG00000177595.19	56	8	50
ENSG00000177600.9	5110	19	5097
ENSG00000199785.1	0	0	0
ENSG00000177666.17	2366	31	2745
ENSG00000255108.1	0	407	13
ENSG00000177685.17	132	20	126
ENSG00000177697.19	861	49	930
ENSG00000177700.6	1539	108	1553
ENSG00000214063.12	339	136	212
ENSG00000250397.2	29	19	10
ENSG00000177830.18	121	0	123
ENSG00000183020.15	266	5	261
ENSG00000222561.1	2	0	2
ENSG00000184956.16	0	0	0
ENSG00000254872.3	0	0	0
ENSG00000198788.9	1	2	0
ENSG00000215182.8	1	2	0
ENSG00000286275.1	0	1	0
ENSG00000117983.17	1	1	0
ENSG00000255177.2	0	0	0
ENSG00000275669.1	0	0	0
ENSG00000078902.16	0	1	0
ENSG00000255153.1	0	0	0
ENSG00000287935.1	0	0	0
ENSG00000285985.1	0	0	0
ENSG00000174672.16	0	3	0
ENSG00000285581.1	0	0	0
ENSG00000182208.15	0	0	1
